#{"t_start": 1747784424.7771115, "env_id": "None"}
r,l,t
-510744.208762,150,16235.859798
-510400.868283,150,16243.309284
-509808.752172,150,16251.530432
-511626.612272,150,16259.179333
-514965.123029,150,16269.813801
-510967.246939,150,16277.682973
-507016.205808,150,16285.680756
-510853.214447,150,16295.589019
-510620.840801,150,16303.332094
-515375.798783,150,16313.869473
-511691.831574,150,16321.966408
-510178.12819,150,16329.365134
-507972.805346,150,16337.303033
-513706.028551,150,16347.664418
-513163.696726,150,16355.758827
-507565.230845,150,16366.041959
-509963.661093,150,16376.044881
-511331.297788,150,16384.382978
-512311.149612,150,16392.174322
-514180.028465,150,16400.134787
-510117.87195,150,16408.564941
-511170.517512,150,16416.954916
-512850.569356,150,16427.262255
-512272.188297,150,16437.840837
-513920.203517,150,16446.150753
-516058.179874,150,16454.16962
-513616.78574,150,16462.646753
-510871.210297,150,16472.347663
-510549.898232,150,16480.531372
-510168.304012,150,16488.20857
-515277.579953,150,16496.309056
-511663.79482,150,16504.242528
-512838.913914,150,16513.785753
-516793.516838,150,16521.711063
-509734.835576,150,16529.912653
-516541.261155,150,16537.720638
-513912.101275,150,16548.470867
-512441.151504,150,16557.072744
-510343.849949,150,16565.01491
-510779.490131,150,16574.742646
-512163.140956,150,16582.749473
-511550.775379,150,16590.214832
-515854.675591,150,16598.342187
-510688.715674,150,16606.626705
-510113.509591,150,16614.840981
-512745.95592,150,16622.839853
-512596.457611,150,16630.705127
-510649.734967,150,16640.550235
-511939.772446,150,16649.017063
-508638.027049,150,16656.762668
-513173.037829,150,16664.779143
-513884.536557,150,16672.752186
-509850.184927,150,16680.773426
-512835.324321,150,16688.591245
-513598.530063,150,16696.427145
-510071.057012,150,16704.082181
-507300.027687,150,16712.4762
-509925.155512,150,16720.279826
-515259.910344,150,16732.409661
-508571.482479,150,16740.102447
-510786.139693,150,16747.725793
-509436.371726,150,16755.933398
-510275.610221,150,16763.956678
-513697.2591,150,16772.075125
-506357.908703,150,16779.955375
-510655.159919,150,16787.673396
-511864.926864,150,16795.773345
-507664.607274,150,16803.727763
-510857.825769,150,16811.724278
-512938.72468,150,16819.932252
-506950.361823,150,16828.028973
-510424.839776,150,16835.628102
-513817.932954,150,16845.837544
-511269.991925,150,16853.280186
-511210.195331,150,16861.319961
-511362.622493,150,16869.09392
-510912.017928,150,16876.824152
-514751.071432,150,16884.998419
-513781.875188,150,16893.135497
-510230.813103,150,16900.789235
-512819.456092,150,16910.951248
-511936.381818,150,16921.046157
-509514.562247,150,16929.06858
-510374.898904,150,16936.653332
-515264.029149,150,16944.947201
-507956.042064,150,16953.49881
-511235.387026,150,16960.762332
-509540.198662,150,16968.772347
-511795.704245,150,16976.842789
-510669.230418,150,16984.382619
-509183.729192,150,16991.914425
-511472.685195,150,16999.58805
-513144.147775,150,17007.240726
-512888.299815,150,17015.723063
-513267.909753,150,17024.218035
-511298.063835,150,17032.40544
-512384.550115,150,17040.037283
-511014.445595,150,17047.696315
-512534.226635,150,17055.814735
-513644.503674,150,17064.081282
-511507.580261,150,17072.396789
-512239.400609,150,17080.335614
-510256.475103,150,17088.403475
-510435.171594,150,17096.600184
-513326.966646,150,17104.626381
-512068.187112,150,17112.563581
